,title,authors,genre,published_year,average_rating
3673,Koko's Kitten,Francine Patterson;Ronald H. Cohn,Juvenile Nonfiction,1987.0,4.3
3674,The Stranger,Caroline B. Cooney,Horror stories.,1993.0,3.55
3675,The mystery of the missing cat,Gertrude Chandler Warner,Cats,1994.0,3.8
3676,These Happy Golden Years,Laura Ingalls Wilder,Adventure stories,1953.0,4.19
3677,On the Banks of Plum Creek,Laura Ingalls Wilder,Family,1965.0,4.2
3678,Babysitters Club,Ann M. Martin,Juvenile Fiction,1995.0,3.85
3679,Mary Anne and the Little Princess,Ann M. Martin,Juvenile Fiction,1996.0,3.58
3680,"Good-bye Stacey, Good-bye",Ann M. Martin,English language,1988.0,3.65
3681,Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1996.0,3.8
3682,The Littles and Their Amazing New Friend,John Peterson,Juvenile Fiction,1999.0,3.92
3683,The Meanest Thing to Say,Bill Cosby;Varnette P. Honeywood,Juvenile Fiction,1997.0,3.53
3684,The BFG,Roald Dahl,Dreams,1982.0,4.22
3685,Wanted!,Caroline B. Cooney,Juvenile Fiction,1997.0,3.68
3686,The Illustrated A Brief History of Time,Stephen W. Hawking,Cosmology,1996.0,4.16
3687,A Brief History of Time,Stephen Hawking,Cosmology,1998.0,4.16
3688,Firedrake,Richard A. Knaak,Fiction,2000.0,3.78
3689,Vesco from Wall Street to Castro's Cuba,Arthur Herzog,BIOGRAPHY & AUTOBIOGRAPHY,2003.0,4.17
3690,The Changeling,Zilpha Keatley Snyder,Juvenile Fiction,2004.0,4.17
3691,High performance MySQL,Jeremy D. Zawodny;Derek J. Balling,Computers,2004.0,4.24
3692,Hackers & Painters,Paul Graham,Computers,2004.0,4.06
3693,BSD Hacks,Dru Lavigne,Computers,2004.0,3.79
3694,IMovie 4 & IDVD,David Pogue,Computers,2004.0,3.25
3695,Ruby Cookbook,Lucas Carlson;Leonard Richardson,Computers,2006.0,3.82
3696,MySQL Cookbook,Paul DuBois,Computers,2007.0,3.99
3697,CSS Cookbook,Christopher Schmitt,Computers,2006.0,3.88
3698,The New Hite Report,Shere Hite,Sexual behavior surveys,2000.0,3.76
3699,One Hundred Years of Solitude,Gabriel Garcia Marquez;Gregory Rabassa,Fiction,2006.0,4.06
3700,The Barefoot Contessa Cookbook,Ina Garten,Cooking,1999.0,4.15
3701,Execution,Larry Bossidy;Ram Charan;Charles Burck,Business & Economics,2002.0,3.86
3702,Full House,Stephen Jay Gould,Science,1997.0,3.95
3703,Awakening Intuition,Mona Lisa Schulz,Health & Fitness,1999.0,3.92
3704,Dispatches from the Tenth Circle,Robert Siegel,Humor,2001.0,4.2
3705,Theater Shoes,Noel Streatfeild,Juvenile Fiction,1994.0,4.02
3706,The Princess Diaries,Meg Cabot,Juvenile Fiction,2001.0,3.78
3707,Laura Ingalls Wilder Country,"William Anderson;William T Anderson, Ed.",History,1990.0,4.23
3708,East of Eden,John Steinbeck,Fiction,1992.0,4.37
3709,The Two Towers,John Ronald Reuel Tolkien,Fiction,1994.0,4.44
3710,Farmer Giles of Ham,John Ronald Reuel Tolkien,Fiction,1999.0,3.84
3711,The ring sets out,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",1994.0,4.31
3712,Unweaving the Rainbow,Richard Dawkins,Science,2000.0,4.02
3713,Baumgartner's Bombay,Anita Desai,Fiction,2000.0,3.47
3714,The 42nd Parallel,John Dos Passos,Fiction,2000.0,3.82
3715,Nineteen Nineteen,John Dos Passos,Fiction,2000.0,4.0
3716,The Big Money,John Dos Passos,Fiction,2000.0,4.04
3717,The Letters of J.R.R. Tolkien,John Ronald Reuel Tolkien,Biography & Autobiography,2000.0,4.14
3718,J.R.R. Tolkien,Humphrey Carpenter,Biography & Autobiography,2000.0,4.06
3719,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,Philosophy,2000.0,4.24
3720,Clear Light of Day,Anita Desai,Fiction,2000.0,3.68
3721,The History of the Lord of the Rings,John Ronald Reuel Tolkien;Christopher Tolkien,Fiction,2000.0,4.38
3722,The Return of the Shadow,John Ronald Reuel Tolkien;Christopher Tolkien,Fiction,2000.0,4.02
3723,J.R.R. Tolkien,Wayne G. Hammond;Christina Scull,Art,2000.0,4.13
3724,The Heart is a Lonely Hunter,Carson McCullers,Fiction,2000.0,3.98
3725,Once a Wolf,Stephen R. Swinburne;Jim Brandenburg,Juvenile Nonfiction,2001.0,4.06
3726,Stern Men,Elizabeth Gilbert,Fiction,2001.0,3.39
3727,Colter,Rick Bass,Biography & Autobiography,2001.0,3.86
3728,Chimera,John Barth,Fiction,2001.0,3.73
3729,Henry Adams and the Making of America,Garry Wills;Pulitzer Prize-Winning Journalist and Historian Garry Wills,Biography & Autobiography,2005.0,3.79
3730,Nixon Agonistes,Garry Wills,Biography & Autobiography,2002.0,4.12
3731,The Lord of the Rings,J. R. R. Tolkien,Fiction,2001.0,4.49
3732,Hear the Wind Blow,Mary Downing Hahn,Juvenile Fiction,2003.0,4.05
3733,Midnight is a Place,Joan Aiken,Juvenile Fiction,2002.0,3.91
3734,Silent Spring,Rachel Carson,Nature,2002.0,3.97
3735,The Best American Sports Writing 2003,Glenn Stout;Buzz Bissinger,Sports & Recreation,2003.0,3.85
3736,Two of Us,Peter Smith,Biography & Autobiography,2004.0,3.53
3737,Queen of Scots,John Alexander Guy,History,2004.0,3.95
3738,Inventing America,Garry Wills,History,2002.0,3.92
3739,The Lord of the Rings,Jude Fisher,Fiction,2002.0,4.51
3740,The Lord of the Rings,Brian Sibley,Performing Arts,2002.0,4.46
3741,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,Juvenile Fiction,2001.0,4.26
3742,The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,2002.0,4.49
3743,The Best American Mystery Stories 2004,Nelson DeMille;Otto Penzler,Fiction,2004.0,3.53
3744,Fergus and the Night-Demon,Jim Murphy,Juvenile Fiction,2006.0,3.71
3745,The Fellowship of the Ring,J. R. R. Tolkien,Fiction,2003.0,4.35
3746,The Hermit's Story,Rick Bass,Fiction,2003.0,4.12
3747,The Lord of the Rings,Chris Smith,Literary Criticism,2003.0,4.53
3748,JRR Tolkien Companion & Guide,Christina Scull;Wayne G. Hammond,Literary Criticism,2006.0,4.53
3749,The Maps of Tolkien's Middle-earth,Brian Sibley,Fiction,2003.0,4.13
3750,Understanding the Lord of the Rings,Neil D. Isaacs;Rose A. Zimbardo,Literary Criticism,2005.0,4.02
3751,Dunk,David Lubar,Juvenile Fiction,2004.0,3.8
3752,The Bake Shop Ghost,Jacqueline K. Ogburn;Marjorie Priceman,Juvenile Fiction,2005.0,4.26
3753,Reefer Madness,Eric Schlosser,Business & Economics,2004.0,3.77
3754,The Last Shot,Darcy Frey,Sports & Recreation,2004.0,4.16
3755,Dark Star Safari,Paul Theroux,Travel,2004.0,3.96
3756,The Best American Sports Writing 2006,Glenn Stout;Michael Lewis,Sports & Recreation,2006.0,3.75
3757,"Since 1500, Chapters 15-30",Richard W. Bulliet,Science,2005.0,4.0
3758,Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,Fiction,2004.0,3.62
3759,Fun Home,Alison Bechdel,Biography & Autobiography,2006.0,4.09
3760,"Natural Health, Natural Medicine",Andrew Weil,Health & Fitness,2004.0,4.12
3761,The Namesake,Jhumpa Lahiri,Fiction,2004.0,3.98
3762,Entre Amis,Michael Oates;Larbi Oukada,Foreign Language Study,2005.0,3.52
3763,The Lord of the Rings Complete Visual Companion,Jude Fisher,Fiction,2004.0,4.5
3764,The Heart is a Lonely Hunter,Carson McCullers,Fiction,2000.0,3.97
3765,Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,Juvenile Fiction,2006.0,3.62
3766,Tolkien And The Great War,John Garth,Biography & Autobiography,2005.0,3.7
3767,The Two Towers,John Ronald Reuel Tolkien,Fiction,2004.0,4.44
3768,The Lord of the Rings: The return of the king,John Ronald Reuel Tolkien,Fantasy fiction,1967.0,4.52
3769,The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,Travel,2006.0,3.93
3770,The Best American Spiritual Writing 2006,Philip Zaleski,Literary Collections,2006.0,3.52
3771,The Polar Express,Chris Van Allsburg,Juvenile Fiction,2005.0,4.3
3772,Mcdougal Littell Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,Juvenile Nonfiction,2005.0,2.5
3773,Bury the Chains,Adam Hochschild,History,2006.0,4.27
3774,The Ancestor's Tale,Richard Dawkins;Yan Wong,Science,2005.0,4.13
3775,The Lord of the Rings Sketchbook,Alan Lee,Art,2005.0,4.27
3776,Gossamer,Lois Lowry,Juvenile Fiction,2006.0,3.89
3777,In the Lake of the Woods,Tim O'Brien,Fiction,2006.0,3.78
3778,Chew on this,Eric Schlosser;Charles Wilson,Juvenile Nonfiction,2006.0,3.75
3779,The Diezmo,Rick Bass,Fiction,2006.0,3.46
3780,Three Nights in August,H. G. Bissinger;Buzz Bissinger,Sports & Recreation,2006.0,3.87
3781,Extremely Loud and Incredibly Close,Jonathan Safran Foer,Fiction,2006.0,3.98
3782,The Hungry Tide,Amitav Ghosh,Fiction,2006.0,3.94
3783,King Leopold's Ghost,Adam Hochschild,History,2006.0,4.16
3784,The Chosen,Jerome Karabel,Education,2006.0,4.06
3785,Children of Húrin,John Ronald Reuel Tolkien,Fiction,2007.0,3.97
3786,The Ideology of the Aesthetic,Terry Eagleton,Literary Criticism,1991.0,4.13
3787,On Certainty,Ludwig Wittgenstein,Philosophy,1991.0,4.16
3788,Western Philosophy,John G. Cottingham,Philosophy,1996.0,4.06
3789,Liberals and Communitarians,Stephen Mulhall;Adam Swift,Political Science,1996.0,4.04
3790,Philosophical Investigations,Ludwig Wittgenstein,Philosophy,1991.0,4.23
3791,Michael W. Smith,Michael W. Smith,Music,2002.0,3.8
3792,"The Mystery of the Ancient Pyramid (Cairo, Egypt)",Carole Marsh,Juvenile Fiction,2006.0,3.61
3793,The Gospel According to Tolkien,Ralph C. Wood,Literary Criticism,2003.0,4.07
3794,That Godless Court?,Ronald Bruce Flowers,Religion,2005.0,3.54
3795,Luther and Erasmus,Ernest Gordon Rupp;Philip Saville Watson,Religion,1969.0,3.81
3796,The New Spirit,Havelock Ellis,,1970.0,4.24
3797,Self-made Man,Norah Vincent,Social Science,2006.0,3.32
3798,Swapping Lives,Jane Green,Fiction,2005.0,3.58
3799,The Roald Dahl Treasury,Roald Dahl,Juvenile Fiction,2003.0,4.43
3800,Mayflower,Nathaniel Philbrick,History,2006.0,3.87
3801,Special Topics in Calamity Physics,Marisha Pessl,Fiction,2006.0,3.71
3802,Helen of Troy,Margaret George,Fiction,2006.0,3.92
3803,Dust,Martha Grimes,Fiction,2007.0,3.64
3804,The Mistress's Daughter,A. M. Homes,Biography & Autobiography,2007.0,3.28
3805,Vinyl Cafe Diaries,Stuart McLean,Canada,2003.0,4.19
3806,Death of a Salesman,Arthur Miller,Fiction,1967.0,3.5
3807,Spycatcher,Peter Wright,Espionage,1987.0,3.72
3808,The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,Juvenile Fiction,1997.0,4.25
3809,Haroun and the Sea of Stories,Salman Rushdie,Fiction,1999.0,4.01
3810,Matthew Flinders' Cat,Bryce Courtenay,Alcoholics,2002.0,3.8
3811,Artemis Fowl,Eoin Colfer,Children's stories,2003.0,4.05
3812,In the Shadow of No Towers,Art Spiegelman,Graphic novels,2004.0,3.68
3813,Echo Platoon,Richard Marcinko;John Weisman,Fiction,2001.0,3.95
3814,Pieces,Stephen Chbosky,Fiction,2000.0,3.52
3815,The Law of Enclosures,Dale Peck,Fiction,1997.0,3.65
3816,You Belong To Me,Mary Higgins Clark,Fiction,1999.0,3.86
3817,Runaways,V.C. Andrews,Fiction,1998.0,3.77
3818,Private Parts,Howard Stern;John D. Simons,Biography & Autobiography,1997.0,3.76
3819,My Gal Sunday,Mary Higgins Clark,Fiction,2003.0,3.57
3820,The Millionaire Next Door,Thomas J. Stanley;William D. Danko,Biography & Autobiography,1998.0,4.02
3821,The Tenth Man,Graham Greene,Fiction,1998.0,3.72
3822,The Gun Seller,Hugh Laurie,Fiction,1998.0,3.68
3823,She's Come Undone,Wally Lamb,Fiction,1998.0,3.86
3824,Morgan's Run,Colleen McCullough,Fiction,2002.0,3.94
3825,The October Horse,Colleen McCullough,Fiction,2003.0,4.28
3826,Bag of Bones,Stephen King,Fiction,1999.0,3.89
3827,Wither,J G Passarella,Fiction,2000.0,3.72
3828,The Last Dance,Ed McBain,Fiction,2000.0,3.69
3829,The Empty Chair,Jeffery Deaver,Fiction,2001.0,4.07
3830,Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,Fiction,1998.0,3.88
3831,All Through the Night,Mary Higgins Clark,Fiction,1999.0,3.7
3832,The Fuck Up,Arthur Nersesian,Fiction,1999.0,3.57
3833,How to Stop Worrying and Start Living,Dale Carnegie,Psychology,2004.0,4.11
3834,Present Tense,L. A. Graf,Fiction,2002.0,3.65
3835,Carrie,Stephen King,Fiction,2002.0,3.95
3836,Salem's Lot,Stephen King,Fiction,1999.0,4.01
3837,Ice,V. C. Andrews,Fiction,2001.0,3.75
3838,The Living Blood,Tananarive Due,Fiction,2002.0,4.33
3839,Diablo: Legacy of Blood,Richard A. Knaak,Fiction,2001.0,3.77
3840,The Girl Who Loved Tom Gordon,Stephen King,Fiction,1999.0,3.58
3841,Venice: Lion City,Garry Wills,History,2002.0,3.74
3842,Uncle Shelby'S Abz Book,Shel Silverstein,Education,1985.0,4.37
3843,Confessions of an Actor,Laurence Oliver,Performing Arts,1982.0,3.71
3844,"Soldier, general of the army, president-elect, 1890-1952",Stephen E. Ambrose,Biography & Autobiography,1985.0,4.2
3845,The Bluest Eye,Toni Morrison,African Americans,1972.0,4.01
3846,Mornings on Horseback,David McCullough,Biography & Autobiography,1982.0,4.12
3847,Sweet and Low,Emma Lathen,Fiction,1982.0,3.82
3848,The Canterbury Tales of Geoffrey Chaucer,"Simon & Schuster, Limited",Poetry,2004.0,3.49
3849,Guilty as Charged,Scott Turow,Fiction,1996.0,3.76
3850,The Night Awakens,Mary Higgins Clark,Fiction,2000.0,3.5
3851,The Leader In You,Dale Carnegie,Self-Help,1995.0,4.09
3852,Sharp Edges,Jayne Ann Krentz,Fiction,1998.0,3.86
3853,Harvest,Tess Gerritsen,Fiction,1997.0,4.1
3854,Life Support,Tess Gerritsen,Fiction,1998.0,3.99
3855,Alien Stars,"C. J. Cherryh;Haldeman, Joe W;Mitchell, Elizabeth;Zahn, Timothy",Fiction,1985.0,3.55
3856,Orchid,Jayne Castle,Fiction,1998.0,4.15
3857,The Man Who Sold The Moon,Robert A. Heinlein,Fiction,2000.0,3.9
3858,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann;Phyllis Haddox;Elaine Bruner,Education,1986.0,4.15
3859,Field Guide to Home Buying in America,Stephen M. Pollan;Mark Levine,Business & Economics,1988.0,2.5
3860,Wind Child,Nancy Harding,Fiction,1990.0,3.2
3861,Anne Frank Remembered,Miep Gies;Alison Leslie Gold,History,1988.0,4.28
3862,Ghost Story,Peter Straub,Fiction,1989.0,3.95
3863,Blue World,Robert R. McCammon,Fiction,1990.0,3.93
3864,Cyclops,Clive Cussler,Fiction,1989.0,3.87
3865,The Seven Habits of Highly Effective People,Stephen R. Covey,Business & Economics,1990.0,4.09
3866,A Cast of Corbies,Josepha Sherman;Mercedes Lackey,Fiction,1994.0,3.78
3867,Shakespeare's Sonnets,Helen Hunt;William Shakespeare,Drama,2004.0,4.25
3868,The Color Purple,Alice Walker,Fiction,1985.0,4.19
3869,Night of the Fox,Jack Higgins,Fiction,1991.0,3.91
3870,Wolf's Hour,Robert McCammon,Fiction,1990.0,4.05
3871,Journey To Ixtlan,Carlos Castaneda,"Body, Mind & Spirit",1991.0,4.13
3872,Second Ring of Power,Carlos Castaneda,Fiction,1991.0,4.02
3873,Power of Silence,Carlos Castaneda,Fiction,1991.0,4.21
3874,Fire from Within,Carlos Castaneda,"Body, Mind & Spirit",1984.0,4.13
3875,Tales of Power,Carlos Castaneda,Fiction,1992.0,4.15
3876,STINGER,Robert McCammon,Fiction,1988.0,3.87
3877,The Story of Philosophy,Will Durant,Biography & Autobiography,1991.0,4.11
3878,Swan Song,Robert McCammon,Fiction,1987.0,4.28
3879,Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,1990.0,4.06
3880,Boy's Life,Robert McCammon,Fiction,1992.0,4.35
3881,Joy Within,Joan Goldstein;Manuela Soares,"Body, Mind & Spirit",1990.0,4.38
3882,Mystery Walk,Robert R. McCammon,Fiction,1992.0,3.87
3883,Justine,Lawrence Durrell,,1969.0,3.9
3884,The Hidden Persuaders,Vance Packard,Advertising,1958.0,3.89
3885,Best Stories,Hugh Garner,,1971.0,3.68
3886,Principle Centered Leadership,Stephen R. Covey,Business & Economics,1992.0,4.09
3887,In the Name of Love,Ann Rule,Literary Criticism,1998.0,4.03
3888,Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,Fiction,1992.0,3.48
3889,Scar Lover,Harry Crews,Fiction,1993.0,3.78
3890,End zone,Don DeLillo,Fiction,1973.0,3.64
3891,The Good Earth,Pearl Sydenstricker Buck,China,1958.0,3.98
3892,Star Trek,Alan Dean Foster,,1995.0,3.71
3893,Lincoln at Gettysburg,Garry Wills,History,1992.0,4.13
3894,Forever After,Roger Zelazny,Fiction,1995.0,3.71
3895,The Ship Avenged,S. M. Stirling,Fiction,1997.0,4.06
3896,The Free Bards,Lackey,Fiction,1997.0,4.18
3897,Berserkers,Fred Saberhagen,Fiction,1998.0,3.73
3898,What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,Education,1994.0,3.85
3899,Daily Reflections for Highly Effective People,Stephen R. Covey,Business & Economics,1994.0,3.9
3900,Seamus Heaney,Helen Hennessy Vendler,Literary Criticism,2000.0,4.08
3901,American Tragedy,David E. Kaiser,History,2000.0,3.5
3902,This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,Literary Criticism,2002.0,4.31
3903,The Gardens of Emily Dickinson,Judith FARR;Louise Carter,Architecture,2005.0,3.86
3904,Rebecca's Revival,Jon F Sensbach,Biography & Autobiography,2005.0,3.68
3905,The Writer of Modern Life,Walter Benjamin,Literary Criticism,2006.0,4.3
3906,Iron Kingdom,"Christopher M. Clark;University Christopher Clark, MD",History,2006.0,4.14
3907,Ancilla to the Pre-Socratic Philosophers,Mary Fitt;Kathleen Freeman,Philosophy,1983.0,4.22
3908,Doubling the Point,Professor of General Literature J M Coetzee;J. M. Coetzee,Literary Criticism,1992.0,4.04
3909,Ethics and the Limits of Philosophy,Bernard Williams,Philosophy,1985.0,4.05
3910,The Ethics of Authenticity,Charles Taylor,Philosophy,1992.0,3.9
3911,The Fate of Reason,Frederick C. Beiser,Philosophy,1993.0,4.49
3912,"New Worlds, Ancient Texts",Anthony Grafton;Nancy G. Siraisi;April Shelford,History,1992.0,3.58
3913,The Art of Shakespeare's Sonnets,Helen Vendler,Literary Criticism,1999.0,4.3
3914,Origins of the Modern Mind,Merlin Donald,Medical,1991.0,4.17
3915,Playing in the Dark,Toni Morrison,Literary Criticism,1992.0,4.22
3916,The Principles of Psychology,William James,Psychology,1981.0,4.18
3917,The Roman Empire,Colin Michael Wells,History,1995.0,3.58
3918,Sex and Reason,Richard A. POSNER,Law,1994.0,3.9
3919,"Sor Juana, Or, The Traps of Faith",Octavio Paz,Literary Criticism,1988.0,4.21
3920,Sources of the Self,Charles Taylor,Philosophy,1989.0,4.19
3921,Summer for the Gods,,Law,1998.0,3.9
3922,"Time's Arrow, Time's Cycle",Stephen Jay Gould,Science,1987.0,3.92
3923,The Visible Hand,Alfred D. Chandler Jr.,Business & Economics,1977.0,3.99
3924,Wittgenstein on Rules and Private Language,Saul A. Kripke,Philosophy,1982.0,4.01
3925,"The World, the Text, and the Critic",Edward W. Said,Literary Criticism,1983.0,4.19
3926,De officiis,Marcus Tullius Cicero;Walter Miller,Fiction,1975.0,3.95
3927,Metamorphoses,Publius Ovidius Naso (Dichter),"Mythology, Classical",1984.0,4.42
3928,Metamorphoses,Ovid,Science,1976.0,4.57
3929,Plato in twelve volumes,Plato,Literary Criticism,1975.0,4.39
3930,History of the Peloponnesian War,Thucydides,History,1976.0,4.28
3931,Hiero,Xenophon,Electronic books,1925.0,3.94
3932,Cicero in Twenty-eight Volumes,Marcus Tullius Cicero,"Consuls, Roman",1967.0,
3933,Epictetus,Epictetus,Philosophy,1967.0,4.35
3934,"The Art of Love, and Other Poems",Ovid,Love poetry,1985.0,4.02
3935,"Plato, with an English Translation",Plato,"Philosophy, Ancient",1914.0,
3936,Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,Biography & Autobiography,1965.0,4.31
3937,Αλκηστισ,Euripides,Alcestis (Greek mythology),1994.0,4.47
3938,Fragmenta,Plutarcus;Ευριπιδες,Literary Criticism,1999.0,3.97
3939,Hesiod,Hesiodtus,Agriculture,2006.0,4.03
3940,Never Let Me Go,Kazuo Ishiguro,Boarding school-fiction,2006.0,3.81
3941,Gift from the Sea,,Biography & Autobiography,1991.0,4.17
3942,Doctor Faustus,Thomas Mann,Fiction,1992.0,4.08
3943,Toni Morrison,Toni Morrison,African Americans,1994.0,3.8
3944,The Aeneid,Virgil,Poetry,1992.0,3.83
3945,If on a Winter's Night a Traveler,Italo Calvino;William Weaver,Fiction,1993.0,4.06
3946,The Stranger,Albert Camus;Matthew Ward,Fiction,1993.0,3.97
3947,Crime and Punishment,Fyodor Dostoyevsky,Fiction,1993.0,4.2
3948,Selected Short Stories of William Faulkner,William Faulkner,Fiction,1993.0,4.09
3949,The Complete Collected Poems of Maya Angelou,Maya Angelou,Poetry,1994.0,4.42
3950,The Sword of Honour Trilogy,Evelyn Waugh,Fiction,1994.0,4.24
3951,Gargantua and Pantagruel,François Rabelais,Fiction,1994.0,3.71
3952,In the Kitchen with Rosie,Rosie Daley,Cooking,1994.0,3.03
3953,Rabbit Angstrom,John Updike,Fiction,1995.0,4.26
3954,A fine balance,Rohinton Mistry,Fiction,1996.0,4.36
3955,The Sibley Field Guide to Birds of Western North America,,Nature,2003.0,4.7
3956,Swann's Way,Marcel Proust,Fiction,1992.0,4.14
3957,The Sound and the Fury,William Faulkner,Fiction,1992.0,3.86
3958,Stars in Their Courses,Shelby Foote,History,1994.0,4.45
3959,The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,Poetry,1994.0,4.49
3960,Fear and Loathing in Las Vegas and Other American Stories,Hunter S. Thompson,Biography & Autobiography,1998.0,4.21
3961,"Blood Meridian, Or, The Evening Redness in the West",Cormac McCarthy,Fiction,2001.0,4.18
3962,"In Search of Lost Time, Volume IV",Marcel Proust,Fiction,2000.0,
3963,The Red and the Black,Stendhal,Fiction,2003.0,3.87
3964,The Killer Angels,Michael Shaara,Fiction,2004.0,4.32
3965,The Collected Autobiographies of Maya Angelou,Maya Angelou,Biography & Autobiography,2004.0,4.62
3966,The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,2006.0,3.87
